Age,Nationality,Potential,Club,Value,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
1,107,2,252,1,3,1,1.0,3.0,3.0,2,2,16,4,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,3,2,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,2,3,4,4,4,4,1,1,1,1,1
2,59,3,297,1,3,1,1.0,3.0,2.0,2,5,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,4,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,2,4,4,4,4,1,1,1,1,1
2,35,1,106,1,3,1,1.0,4.0,3.0,2,2,16,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,4,1,1,1,1,1
2,41,3,544,1,2,1,2.0,4.0,2.0,8,5,1,5,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,2,5,4,2,3,3,3,4,3,2,2,2,4,2,5,2,3,5,3,5,5,3,3,4,4,4,5,4,1,1,1,1,1
1,137,3,470,1,2,0,1.0,3.0,3.0,2,5,6,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,1,4,3,2,3,4,4,4,3,4,4,3,3,4,3,2,3,4,3,3,3,4,4,4,4,1,1,1,1,1
2,58,2,476,1,2,0,1.0,1.0,3.0,1,5,21,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,2,2,4,4,4,4,2,2,2,1,1,1,1,1
3,20,1,168,1,3,1,1.0,3.0,3.0,8,5,5,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,3,3,3,3,4,3,4,4,4,3,4,2,3,3,1,1,1,1,1
4,156,1,183,1,3,1,1.0,3.0,4.0,8,2,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,3,4,3,4,3,1,1,1,1,1
3,32,1,373,1,3,1,1.0,3.0,3.0,0,5,4,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,2,4,4,3,4,4,4,4,5,4,5,3,5,5,3,3,5,4,4,4,3,5,4,4,4,1,1,1,1,1
2,128,1,34,1,3,1,1.0,3.0,3.0,8,2,19,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
3,29,1,152,1,3,0,1.0,2.0,3.0,8,5,6,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,3,2,4,4,4,4,1,1,1,1,1
2,137,1,474,1,3,1,1.0,3.0,3.0,7,2,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,2,3,4,4,4,4,3,3,3,1,1,1,1,1
2,155,2,529,1,4,1,1.0,3.0,3.0,0,5,21,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
3,37,1,602,1,3,0,1.0,3.0,3.0,2,2,21,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,5,5,5,4,4,4,3,4,4,4,4,3,4,4,3,4,3,2,2,1,1,1,1,1
2,31,2,117,1,2,1,1.0,4.0,3.0,8,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,3,3,2,1,1,1,1,1,1
3,20,1,5,1,2,0,2.0,2.0,2.0,8,5,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,3,2,2,3,4,3,4,4,4,4,3,5,3,4,2,4,4,2,3,3,4,4,4,4,1,1,1,1,1
4,131,3,482,1,5,0,2.0,3.0,3.0,2,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,5,5,4,4,4,4,4,5,3,5,4,5,4,5,5,5,4,4,4,5,5,5,5,1,1,1,1,1
3,6,1,50,1,3,1,1.0,3.0,2.0,5,5,17,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,3,3,3,4,3,4,4,4,3,4,3,5,4,4,3,4,4,3,3,2,4,4,4,4,1,1,1,1,1
2,6,2,601,1,3,1,1.0,2.0,3.0,1,5,11,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4,5,5,5,4,5,4,3,5,2,4,4,3,3,3,4,3,2,3,3,1,1,1,1,1
1,13,3,461,1,3,1,1.0,4.0,3.0,0,5,16,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,5,5,4,4,3,4,4,3,4,4,4,4,4,3,3,3,4,4,1,1,1,1,1
3,20,1,278,1,3,1,1.0,3.0,2.0,8,5,25,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,4,5,4,4,4,4,5,4,4,4,4,3,2,4,3,4,4,1,1,1,1,1,1,1,1
3,20,1,88,1,3,1,1.0,4.0,3.0,2,5,16,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,4,4,3,4,5,4,3,3,4,3,3,4,4,4,4,4,1,1,1,1,1
3,55,1,458,1,3,0,1.0,2.0,3.0,2,5,14,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,3,2,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,4,4,1,1,1,1,1
1,137,4,612,1,4,1,1.0,3.0,3.0,8,2,24,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,2,4,5,5,5,5,4,5,3,4,4,4,3,4,4,4,4,2,4,4,5,4,1,1,1,1,1
2,31,3,325,1,3,1,1.0,2.0,3.0,8,2,9,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,4,2,4,2,2,4,4,4,4,4,4,4,3,4,4,4,2,4,4,3,4,2,4,4,4,4,1,1,1,1,1
2,20,2,42,1,4,0,1.0,2.0,3.0,8,5,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1
1,46,4,187,1,3,1,1.0,4.0,3.0,2,2,8,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,2,3,4,4,3,4,3,3,2,1,1,1,1,1
1,13,2,275,1,2,1,1.0,3.0,2.0,7,8,21,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,3,4,4,3,3,4,3,3,3,3,5,5,4,3,4,3,3,4,4,3,2,1,3,3,4,3,2,1,2,1,1,1,1,1
2,18,2,127,1,2,1,1.0,3.0,2.0,8,5,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,2,1,4,4,2,3,2,2,3,3,4,4,3,3,4,3,4,4,4,2,5,4,2,2,2,3,4,4,4,1,1,1,1,1
3,137,1,110,1,4,0,1.0,2.0,2.0,2,5,6,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
3,6,1,65,1,3,0,1.0,3.0,3.0,8,5,11,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,2,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,3,3,4,4,4,4,2,2,2,1,1,1,1,1
3,9,1,500,1,3,0,1.0,4.0,3.0,8,5,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,3,2,4,4,4,3,2,2,2,1,1,1,1,1
3,120,1,355,1,2,1,2.0,3.0,2.0,8,5,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,2,4,4,4,4,4,3,4,5,4,4,4,4,2,4,4,4,4,1,2,2,1,1,1,1,1
2,41,3,514,1,2,1,1.0,3.0,2.0,6,5,17,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,3,2,2,4,3,4,3,3,4,3,3,4,3,5,2,4,4,2,3,3,4,4,4,4,1,1,1,1,1
1,44,2,303,1,3,1,1.0,4.0,4.0,0,5,11,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,4,4,4,4,2,3,3,1,1,1,1,1
3,55,2,19,1,4,0,2.0,4.0,4.0,2,5,21,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,3,3,4,4,4,4,2,2,2,1,1,1,1,1
2,104,1,258,1,2,1,1.0,4.0,2.0,8,8,8,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,4,2,2,4,4,3,3,3,4,4,4,4,4,4,3,4,4,2,4,2,4,4,4,4,1,1,1,1,1
3,46,3,374,1,5,0,2.0,3.0,3.0,0,2,6,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,4,4,3,4,5,4,4,5,5,5,5,4,5,4,4,5,4,4,4,4,4,4,5,4,1,1,1,1,1
2,6,1,14,1,3,1,1.0,4.0,3.0,6,8,25,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,4,5,5,5,3,5,4,5,4,3,3,3,2,4,4,3,3,2,1,2,1,1,1,1,1
3,107,1,21,1,2,1,1.0,4.0,2.0,2,5,22,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,4,4,4,4,3,3,2,2,4,4,4,4,4,4,4,5,4,4,4,2,1,4,3,4,4,2,2,2,1,1,1,1,1
2,6,1,516,1,3,1,1.0,2.0,3.0,6,5,21,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,3,4,4,1,1,1,1,1
3,124,1,127,1,3,0,1.0,4.0,3.0,0,2,11,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,2,4,3,4,4,4,3,4,5,5,5,3,5,4,5,4,4,4,3,3,3,4,3,4,4,3,2,1,1,1,1,1
3,53,1,631,1,4,1,1.0,4.0,3.0,0,5,22,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,5,5,5,4,5,4,4,4,4,4,4,3,4,3,4,4,3,3,3,1,1,1,1,1
3,59,1,174,1,2,1,1.0,4.0,2.0,0,5,22,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3,4,4,3,3,2,4,4,4,3,4,3,4,4,4,5,4,4,2,4,4,4,4,2,2,2,1,1,1,1,1
3,142,1,648,1,3,1,1.0,3.0,3.0,2,2,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,3,2,2,1,1,1,1,1
2,59,2,616,1,3,1,1.0,4.0,3.0,8,2,13,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,3,4,4,2,4,3,4,5,4,4,4,5,4,4,4,4,4,4,4,3,4,3,2,4,4,4,3,2,2,2,1,1,1,1,1
2,59,3,99,1,3,1,1.0,5.0,3.0,2,5,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,3,2,4,3,4,3,4,4,4,4,5,5,4,5,4,4,5,3,4,2,3,4,4,3,4,3,2,3,1,1,1,1,1
2,155,3,173,1,3,1,1.0,3.0,2.0,6,8,19,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,3,4,4,4,4,1,1,1,1,1
2,137,2,530,1,3,1,1.0,4.0,3.0,8,5,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,2,4,3,4,4,4,4,4,3,3,4,4,2,4,2,3,4,4,5,3,4,4,3,4,3,3,2,1,1,1,1,1
4,20,1,185,1,4,0,1.0,3.0,3.0,0,5,8,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1
2,129,3,570,1,2,1,1.0,2.0,3.0,2,2,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,4,4,4,3,4,3,2,2,4,4,4,4,4,4,4,4,4,4,3,3,2,4,4,3,4,2,2,1,1,1,1,1,1
4,55,1,225,1,3,1,1.0,3.0,3.0,6,5,8,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,3,4,4,4,4,4,4,3,4,4,4,3,5,5,3,3,4,4,4,4,3,4,4,4,4,1,1,1,1,1
3,155,1,142,1,2,1,1.0,3.0,2.0,6,2,17,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,4,3,3,2,2,2,4,3,3,4,3,3,2,3,5,4,5,2,4,4,2,3,2,4,4,4,4,1,1,1,1,1
4,6,2,401,1,3,1,2.0,4.0,4.0,0,5,8,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,5,4,5,4,4,4,2,4,2,4,4,3,4,4,4,4,3,3,3,1,1,1,1,1
3,9,1,502,1,4,1,1.0,3.0,3.0,8,5,21,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,1,1,1,1,1
2,9,3,257,1,3,0,1.0,3.0,3.0,8,5,19,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,2,4,4,3,4,2,2,2,1,1,1,1,1
5,124,1,632,1,3,0,2.0,2.0,3.0,8,2,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,5,4,2,3,3,4,2,2,4,4,4,4,3,3,2,1,1,1,1,1
3,137,1,471,1,3,1,1.0,3.0,2.0,0,2,8,4,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,4,3,3,4,4,2,2,4,4,3,4,2,5,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
1,55,2,463,1,2,1,1.0,3.0,2.0,8,2,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,3,3,2,3,3,4,4,4,4,4,2,4,4,4,2,4,4,3,3,2,4,4,4,4,1,1,1,1,1
1,46,2,133,1,2,1,1.0,3.0,3.0,2,5,12,4,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,4,2,2,2,4,5,5,4,4,3,3,4,4,4,4,2,2,4,3,3,3,3,2,2,1,1,1,1,1
3,20,1,27,1,3,1,1.0,4.0,3.0,1,5,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,2,4,4,4,4,3,2,2,1,1,1,1,1
4,46,2,206,1,4,0,3.0,3.0,3.0,2,5,6,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,4,4,3,4,4,5,5,4,4,3,4,4,4,4,4,5,5,4,4,4,1,1,1,1,1
4,31,1,350,1,3,1,1.0,3.0,3.0,8,5,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,2,4,3,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,3,3,4,4,4,4,3,3,3,1,1,1,1,1
3,124,2,100,1,4,1,1.0,3.0,3.0,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
3,153,3,531,1,4,0,2.0,3.0,3.0,2,5,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,5,4,4,4,4,4,4,5,4,5,5,5,5,5,3,4,3,4,4,5,5,1,1,1,1,1
3,80,1,129,1,3,1,1.0,3.0,3.0,8,2,18,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,3,4,4,4,4,5,4,5,4,4,4,4,3,4,4,3,4,3,4,3,4,4,1,1,1,1,1
1,85,2,294,1,2,1,1.0,3.0,3.0,8,5,13,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,4,4,4,4,4,4,2,2,3,4,5,4,4,4,5,4,4,3,3,4,2,1,4,3,4,3,3,1,1,1,1,1,1,1
4,78,2,297,1,4,1,3.0,3.0,4.0,7,2,11,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,2,2,5,4,5,5,3,2,2,1,1,1,1,1
3,8,1,35,1,2,0,1.0,2.0,2.0,8,5,7,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,3,2,2,4,3,3,3,4,3,3,3,4,4,5,2,4,4,2,3,2,3,4,4,4,1,1,1,1,1
2,133,2,621,1,3,1,1.0,3.0,3.0,2,5,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,2,3,3,1,1,1,1,1
3,144,2,28,1,4,1,2.0,4.0,3.0,1,5,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,3,4,4,4,4,2,2,2,1,1,1,1,1
4,151,1,377,1,3,1,1.0,2.0,3.0,3,2,16,3,2,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,3,4,3,3,4,4,4,3,4,4,4,3,4,4,4,2,4,4,4,3,4,4,4,4,4,1,1,1,1,1
2,77,2,353,1,2,1,1.0,3.0,2.0,1,5,22,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,4,4,4,3,4,3,4,3,4,4,3,3,2,4,3,3,3,1,2,2,1,1,1,1,1
3,69,1,111,1,3,1,1.0,3.0,3.0,8,5,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,3,3,3,4,4,4,4,4,3,4,5,4,4,4,3,2,4,4,4,3,2,2,1,1,1,1,1,1
3,6,2,467,1,4,1,1.0,4.0,4.0,8,5,18,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1
2,86,1,190,1,1,1,1.0,4.0,2.0,6,5,1,5,4,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,4,4,4,4,4,2,2,4,3,2,2,2,2,2,3,4,4,3,4,3,2,4,4,4,2,4,4,2,2,2,3,4,4,4,1,1,1,1,1
2,20,2,108,1,1,1,1.0,2.0,2.0,8,2,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,3,2,2,4,3,2,3,2,2,3,3,2,3,3,4,3,3,4,4,5,2,4,4,2,2,3,4,4,4,4,1,1,1,1,1
4,6,2,516,1,3,1,2.0,3.0,2.0,6,5,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,3,4,4,2,3,3,3,4,4,4,4,4,4,3,4,5,4,4,2,5,4,2,4,4,4,4,4,4,1,1,1,1,1
3,156,2,268,1,2,0,1.0,3.0,2.0,3,5,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,3,3,3,3,4,4,4,4,3,3,3,5,4,5,2,4,4,2,3,3,3,3,4,4,1,1,1,1,1
1,112,2,502,1,2,1,1.0,3.0,3.0,2,5,25,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,4,4,3,3,4,3,2,3,4,4,4,4,3,3,4,4,3,4,3,4,1,4,4,3,3,2,1,1,1,1,1,1,1
2,9,2,275,1,4,0,1.0,3.0,3.0,2,2,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,3,3,4,3,5,4,4,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
2,6,2,302,1,3,0,1.0,2.0,3.0,8,2,0,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,4,3,3,4,4,4,5,4,5,3,4,4,2,4,3,2,4,4,3,4,2,3,2,1,1,1,1,1
2,85,2,189,1,4,0,1.0,3.0,4.0,8,5,21,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,3,4,4,4,4,4,3,4,3,3,3,1,1,1,1,1
1,77,3,398,1,3,0,1.0,3.0,2.0,8,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,1,1,1,1,1
2,20,2,159,1,3,1,1.0,2.0,3.0,8,5,19,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,4,3,3,4,4,4,4,4,4,4,3,4,5,4,2,4,4,3,3,3,4,4,4,4,1,1,1,1,1
2,59,1,497,1,2,1,1.0,3.0,3.0,8,5,21,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,4,5,5,4,4,4,4,4,4,4,3,3,2,4,4,3,4,3,2,2,1,1,1,1,1
1,155,2,120,1,3,1,1.0,3.0,3.0,6,5,16,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,2,3,4,4,4,4,4,4,3,4,4,4,3,3,4,3,3,3,3,3,4,4,1,1,1,1,1
